name,hidden_dim,num_layers,lr,dropout,bidirectional,window_size,ExactMatch,Macro F1,Micro F1,Duration,Device,Status,Focal_Alpha,Focal_Gamma,Loss_Type
LSTM-Medium-LR1e4-W500,128,2,0.0001,0.3,True,500,99.25007254898937,99.75903096177025,99.76788739288213,4404.04s,cuda:1,Success,0.75,2.0,Focal
LSTM-Medium-LR1e4-W500,128,2,0.0001,0.3,True,500,99.25618193759286,99.76053739340128,99.76980023861238,4404.13s,cuda:1,Success,0.75,3.0,Focal
LSTM-Medium-LR1e4-W500,128,2,0.0001,0.3,True,500,99.24549050753727,99.75775953499864,99.7663453118009,4401.67s,cuda:1,Success,0.75,1.0,Focal
LSTM-Medium-LR1e4-W500,128,2,0.0001,0.3,True,500,99.26687336764664,99.76420507242487,99.77360164597722,4404.88s,cuda:1,Success,0.5,5.0,Focal
LSTM-Medium-LR1e4-W500,128,2,0.0001,0.3,True,500,99.29131092205921,99.77002227550675,99.77971209594763,4400.85s,cuda:1,Success,0.5,2.0,Focal
LSTM-Medium-LR1e4-W500,128,2,0.0001,0.3,True,500,99.27145540909986,99.76531525155396,99.77474290478395,4404.54s,cuda:1,Success,0.5,3.0,Focal
LSTM-Medium-LR5e5-W100,128,2,5e-05,0.3,True,100,99.42571747132453,99.85249834106243,99.8488826474539,1422.63s,cuda:1,Success,0.75,5.0,Focal
LSTM-Medium-LR5e5-W100,128,2,5e-05,0.3,True,100,99.45931910864068,99.85942448311917,99.85689480814365,1468.53s,cuda:1,Success,0.75,2.0,Focal
LSTM-Medium-LR5e5-W100,128,2,5e-05,0.3,True,100,99.42419012417399,99.85123161469882,99.8481159508781,1469.25s,cuda:1,Success,0.75,3.0,Focal
LSTM-Medium-LR5e5-W100,128,2,5e-05,0.3,True,100,99.45779176148952,99.85811383511518,99.85574831515558,1468.18s,cuda:1,Success,0.75,1.0,Focal
LSTM-Medium-LR5e5-W100,128,2,5e-05,0.3,True,100,99.506666870313,99.87141343176583,99.86907347535491,1447.84s,cuda:1,Success,0.5,5.0,Focal
LSTM-Medium-LR5e5-W100,128,2,5e-05,0.3,True,100,99.51277625891632,99.87223243183544,99.87021711912541,1462.05s,cuda:1,Success,0.5,2.0,Focal
LSTM-Medium-LR5e5-W100,128,2,5e-05,0.3,True,100,99.50513952316288,99.8709794395663,99.86869527379326,1478.41s,cuda:1,Success,0.5,3.0,Focal
LSTM-Medium-LR5e5-W200,128,2,5e-05,0.3,True,200,99.37378766819887,99.81912417611993,99.82320889224907,2213.64s,cuda:1,Success,0.75,5.0,Focal
LSTM-Medium-LR5e5-W200,128,2,5e-05,0.3,True,200,99.43182685992652,99.83165587541613,99.83731765065302,2213.42s,cuda:1,Success,0.75,2.0,Focal
LSTM-Medium-LR5e5-W200,128,2,5e-05,0.3,True,200,99.40127991691263,99.8251680134352,99.82968518490232,2213.54s,cuda:1,Success,0.75,3.0,Focal
LSTM-Medium-LR5e5-W200,128,2,5e-05,0.3,True,200,99.42571747132394,99.8307796657815,99.83578259142709,2214.96s,cuda:1,Success,0.75,1.0,Focal
LSTM-Medium-LR5e5-W200,128,2,5e-05,0.3,True,200,99.45168237288584,99.83775202571357,99.843411042195,2220.00s,cuda:1,Success,0.5,5.0,Focal
LSTM-Medium-LR5e5-W200,128,2,5e-05,0.3,True,200,99.46542849724345,99.83943140180838,99.84529880249814,2217.93s,cuda:1,Success,0.5,2.0,Focal
LSTM-Medium-LR5e5-W200,128,2,5e-05,0.3,True,200,99.47001053869462,99.84133125793198,99.84721861488394,2216.90s,cuda:1,Success,0.5,3.0,Focal
LSTM-Medium-LR5e5-W500,128,2,5e-05,0.3,True,500,99.18439662150872,99.74351309092057,99.75184206601995,4413.49s,cuda:1,Success,0.75,5.0,Focal
LSTM-Medium-LR5e5-W500,128,2,5e-05,0.3,True,500,99.17523253860404,99.7405483781392,99.74839208008628,4412.30s,cuda:1,Success,0.75,2.0,Focal
LSTM-Medium-LR5e5-W500,128,2,5e-05,0.3,True,500,99.18134192720713,99.74239880726114,99.75069591018935,4409.88s,cuda:1,Success,0.75,3.0,Focal
LSTM-Medium-LR5e5-W500,128,2,5e-05,0.3,True,500,99.18439662150853,99.74248793100207,99.75068637722833,4411.16s,cuda:1,Success,0.75,1.0,Focal
LSTM-Medium-LR5e5-W500,128,2,5e-05,0.3,True,500,99.20577948161787,99.74955182465966,99.7583044598946,4404.57s,cuda:1,Success,0.5,5.0,Focal
LSTM-Medium-LR5e5-W500,128,2,5e-05,0.3,True,500,99.20730682876989,99.74920794928047,99.75791740126434,4406.34s,cuda:1,Success,0.5,2.0,Focal
LSTM-Medium-LR5e5-W500,128,2,5e-05,0.3,True,500,99.18897866296157,99.74503151784252,99.75409867412147,4406.04s,cuda:1,Success,0.5,3.0,Focal
LSTM-Large-LR1e3-W100,256,2,0.001,0.3,True,100,99.28520153345663,99.82104997377502,99.81266620628084,1483.48s,cuda:1,Success,0.75,5.0,Focal
